CustomerID,Id khách hàng,Company(Đơn vị),City(Thành phố),Province(Tỉnh),Province Code(Mã vùng),District(Quận Huyện),District Code(Mã Quận Huyện),Ward(Phường Xã),Ward Code(Mã Phường Xã),Country(Quốc gia),Country Code(Mã quốc gia),Zip,Accepts Marketing(Nhận quảng cáo),Tags,Note(Ghi chú),Giới tính,Ngày sinh,Total Spent(Tổng chi tiêu),Total Orders(Tổng đơn hàng)
KH01471,17447248,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01472,17447249,,,,,,,,,Vietnam,VN,,no,,,male,,1380000,2
KH01473,17447250,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01474,17447251,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01475,17447252,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01476,17447253,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01477,17447254,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01478,17447255,,,,,,,,,,,,no,,,male,,0,0
KH01479,17447256,,,,,,,,,,,,no,,,male,,0,0
KH01480,17447257,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01481,17447258,,,,,,,,,,,,no,,,male,,0,0
KH01482,17447259,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01483,17447260,,,,,,,,,,,,no,,,male,,0,0
KH01484,17447261,,,,,,,,,,,,no,,,male,,0,0
KH01485,17447262,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01486,17447263,,,,,,,,,,,,no,,,female,,0,0
KH01487,17447264,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01488,17447265,,,,,,,,,,,,no,,,female,,0,0
KH01489,17447266,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01490,17447267,,,,,,,,,,,,no,,,male,,0,0
KH01491,17447268,,Bình Phước,Bình Phước,12.0,,,,,Vietnam,VN,,no,,,male,,0,0
KH01492,17447269,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01493,17447271,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01494,17447272,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01495,17447273,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01496,17447274,,,,,,,,,,,,no,,,female,,0,0
KH01497,17447275,,,,,,,,,,,,no,,,female,,0,0
KH01498,17447276,,,,,,,,,,,,no,,,male,,0,0
KH01499,17447277,,,,,,,,,,,,no,,,male,,0,0
KH01500,17447278,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01501,17447279,,,,,,,,,,,,no,,,male,,0,0
KH01502,17447280,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01503,17447281,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01504,17447282,,,,,,,,,,,,no,,,male,,0,0
KH01505,17447283,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01506,17447284,,,,,,,,,,,,no,,,female,,0,0
KH01507,17447285,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01508,17447286,,,,,,,,,,,,no,,,other,,1276000,1
KH01509,17447287,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01510,17447288,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01511,17447289,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01512,17447290,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01513,17447291,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01514,17447292,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01515,17447293,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01516,17447294,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01517,17447295,,,,,,,,,,,,no,,,male,,0,0
KH01518,17447296,,,,,,,,,,,,no,,,female,,0,0
KH01519,17447297,,,,,,,,,,,,no,,,other,,0,0
KH01520,17447298,,,,,,,,,,,,no,,,female,,0,0
KH01521,17447299,,,,,,,,,,,,no,,,male,,0,0
KH01522,17447300,,,,,,,,,,,,no,,,female,,0,0
KH01523,17447301,,,,,,,,,,,,no,,,male,,0,0
KH01524,17447302,,,,,,,,,,,,no,,,male,,0,0
KH01525,17447303,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01526,17447304,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01527,17447305,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01528,17447306,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01529,17447307,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01530,17447308,,,,,,,,,,,,no,,,female,,0,0
KH01531,17447309,,,,,,,,,,,,no,,,male,,0,0
KH01532,17447310,,,,,,,,,,,,no,,,male,,0,0
KH01533,17447311,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01534,17447312,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01535,17447313,,,,,,,,,,,,no,,,female,,0,0
KH01536,17447314,,,,,,,,,,,,no,,,male,,0,0
KH01537,17447315,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01538,17447316,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01539,17447317,,,,,,,,,,,,no,,,female,,0,0
KH01540,17447318,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01541,17447319,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01542,17447320,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01543,17447321,,,,,,,,,,,,no,,,male,,0,0
KH01544,17447322,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01545,17447323,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01546,17447324,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01547,17447325,,,,,,,,,,,,no,,,male,,0,0
KH01548,17447326,,,,,,,,,,,,no,,,female,,0,0
KH01549,17447327,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01550,17447328,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01551,17447329,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01552,17447330,,,,,,,,,,,,no,,,male,,0,0
KH01553,17447331,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01554,17447332,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01555,17447333,,,,,,,,,,,,no,,,male,,0,0
KH01556,17447334,,,,,,,,,,,,no,,,male,,0,0
KH01557,17447335,,,,,,,,,,,,no,,,female,,0,0
KH01558,17447336,,,,,,,,,,,,no,,,male,,0,0
KH01559,17447337,,,,,,,,,,,,no,,,male,,0,0
KH01560,17447338,,,,,,,,,,,,no,,,male,,0,0
KH01561,17447339,,,,,,,,,,,,no,,,female,,0,0
KH01562,17447340,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01563,17447341,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01564,17447342,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01565,17447343,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01566,17447344,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01567,17447345,,,,,,,,,,,,no,,,female,,0,0
KH01568,17447346,,,,,,,,,,,,no,,,male,,0,0
KH01569,17447347,,,,,,,,,,,,no,,,male,,0,0
KH01570,17447348,,,,,,,,,,,,no,,,female,,0,0
KH01571,17447349,,,,,,,,,,,,no,,,female,,0,0
KH01572,17447350,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01573,17447351,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01574,17447352,,,,,,,,,,,,no,,,male,,0,0
KH01575,17447353,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01576,17447354,,,,,,,,,,,,no,,,male,,0,0
KH01577,17447355,,,,,,,,,,,,no,,,male,,0,0
KH01578,17447356,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01579,17447357,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01580,17447358,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01581,17447359,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01582,17447360,,,,,,,,,,,,no,,,female,,0,0
KH01583,17447361,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01584,17447362,,,,,,,,,,,,no,,,male,,0,0
KH01585,17447363,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01586,17447364,,,,,,,,,,,,no,,,female,,0,0
KH01587,17447365,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01588,17447366,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01589,17447367,,,,,,,,,,,,no,,,male,,0,0
KH01590,17447368,,,,,,,,,Vietnam,VN,,no,,,female,,1606000,1
KH01591,17447369,,,,,,,,,,,,no,,,male,,0,0
KH01592,17447370,,,,,,,,,,,,no,,,male,,0,0
KH01593,17447371,,,,,,,,,,,,no,,,female,,0,0
KH01594,17447372,,,,,,,,,,,,no,,,female,,0,0
KH01595,17447373,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01596,17447374,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01597,17447375,,,,,,,,,Vietnam,VN,,no,,,male,,1893000,1
KH01598,17447376,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01599,17447377,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01600,17447378,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01601,17447379,,,,,,,,,Vietnam,VN,,no,,,male,,885000,1
KH01602,17447380,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01603,17447381,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01604,17447382,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01605,17447383,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01606,17447384,,,,,,,,,,,,no,,,male,,0,0
KH01607,17447385,,,,,,,,,,,,no,,,male,,0,0
KH01608,17447386,,,,,,,,,,,,no,,,female,,0,0
KH01609,17447387,,,,,,,,,,,,no,,,other,,0,0
KH01610,17447388,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01611,17447389,,,,,,,,,,,,no,,,male,,0,0
KH01612,17447390,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01613,17447391,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01614,17447392,,,,,,,,,,,,no,,,male,,0,0
KH01615,17447393,,,,,,,,,,,,no,,,male,,1639000,1
KH01616,17447394,,,,,,,,,,,,no,,,female,,0,0
KH01617,17447395,,,,,,,,,,,,no,,,male,,0,0
KH01618,17447396,,,,,,,,,,,,no,,,male,,0,0
KH01619,17447397,,,,,,,,,,,,no,,,male,,0,0
KH01620,17447398,,,,,,,,,,,,no,,,male,,0,0
KH01621,17447399,,,,,,,,,,,,no,,,male,,2782750,2
KH01622,17447400,,Đồng Nai,Đồng Nai,21.0,,,,,Vietnam,VN,,no,,,male,,0,0
KH01623,17447401,,,,,,,,,,,,no,,,male,,0,0
KH01624,17447402,,,,,,,,,,,,no,,,male,,0,0
KH01625,17447403,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01626,17447404,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01627,17447405,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01628,17447406,,,,,,,,,,,,no,,,male,,0,0
KH01629,17447407,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01630,17447408,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01631,17447409,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01632,17447410,,,,,,,,,,,,no,,,male,,0,0
KH01633,17447411,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01634,17447412,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01635,17447413,,,,,,,,,,,,no,,,female,,0,0
KH01636,17447414,,,,,,,,,,,,no,,,male,,0,0
KH01637,17447415,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01638,17447416,,,,,,,,,,,,no,,,female,,0,0
KH01639,17447417,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01640,17447418,,,,,,,,,,,,no,,,female,,0,0
KH01641,17447419,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01642,17447420,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01643,17447421,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01644,17447422,,,,,,,,,,,,no,,,male,,0,0
KH01645,17447423,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01646,17447424,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01647,17447425,,Long An,Long An,39.0,,,,,Vietnam,VN,,no,,,male,,0,0
KH01648,17447426,,,,,,,,,,,,no,,,male,,0,0
KH01649,17447427,,,,,,,,,,,,no,,,male,,0,0
KH01650,17447428,,,,,,,,,,,,no,,,female,,0,0
KH01651,17447429,,,,,,,,,,,,no,,,male,,0,0
KH01652,17447430,,,,,,,,,,,,no,,,male,,0,0
KH01653,17447431,,,,,,,,,,,,no,,,other,,0,0
KH01654,17447432,,,,,,,,,,,,no,,,male,,0,0
KH01655,17447433,,Đồng Nai,Đồng Nai,21.0,,,,,Vietnam,VN,,no,,,female,,0,0
KH01656,17447434,,,,,,,,,,,,no,,,male,,0,0
KH01657,17447435,,,,,,,,,,,,no,,,other,,0,0
KH01658,17447436,,,,,,,,,,,,no,,,male,,0,0
KH01659,17447437,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01660,17447438,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01661,17447439,,,,,,,,,,,,no,,,male,,0,0
KH01662,17447440,,,,,,,,,,,,no,,,male,,0,0
KH01663,17447441,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01664,17447442,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01665,17447443,,,,,,,,,,,,no,,,other,,0,0
KH01666,17447444,,Hà Nội,Hà Nội,1.0,,,,,Vietnam,VN,,no,,,female,,0,0
KH01667,17447445,,,,,,,,,,,,no,,,male,,0,0
KH01668,17447446,,,,,,,,,,,,no,,,male,,0,0
KH01669,17447447,,,,,,,,,,,,no,,,male,,0,0
KH01670,17447448,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01671,17447449,,,,,,,,,,,,no,,,female,,0,0
KH01672,17447450,,,,,,,,,,,,no,,,other,,550000,1
KH01673,17447451,,,,,,,,,,,,no,,,female,,0,0
KH01674,17447452,,,,,,,,,,,,no,,,male,,0,0
KH01675,17447453,,,,,,,,,,,,no,,,male,,0,0
KH01676,17447454,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01677,17447455,,,,,,,,,,,,no,,,male,,0,0
KH01678,17447456,,,,,,,,,,,,no,,,female,,599000,1
KH01679,17447457,,,,,,,,,,,,no,,,female,,0,0
KH01680,17447458,,,,,,,,,,,,no,,,female,,0,0
KH01681,17447459,,Bình Thuận,Bình Thuận,13.0,,,,,Vietnam,VN,,no,,,male,,0,0
KH01682,17447460,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01683,17447461,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01684,17447462,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01685,17447463,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01686,17447464,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01687,17447465,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01688,17447466,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01689,17447467,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01690,17447468,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01691,17447469,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01692,17447470,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01693,17447471,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01694,17447472,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01695,17447473,,,,,,,,,,,,no,,,female,,0,0
KH01696,17447474,,,,,,,,,Vietnam,VN,,no,,,male,,319980,1
KH01697,17447475,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01698,17447476,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01699,17447477,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01700,17447478,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01701,17447479,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01702,17447480,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01703,17447481,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01704,17447482,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01705,17447483,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01706,17447484,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01707,17447485,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01708,17447486,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01709,17447487,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01710,17447488,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01711,17447489,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01712,17447490,,,,,,,,,,,,no,,,male,,0,0
KH01713,17447491,,,,,,,,,,,,no,,,female,,0,0
KH01714,17447492,,,,,,,,,,,,no,,,male,,0,0
KH01715,17447493,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01716,17447494,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01717,17447495,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01718,17447496,,,,,,,,,,,,no,,,female,,0,0
KH01719,17447497,,,,,,,,,,,,no,,,male,,0,0
KH01720,17447498,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01721,17447499,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01722,17447500,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01723,17447501,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01724,17447502,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01725,17447503,,,,,,,,,,,,no,,,other,,0,0
KH01726,17447504,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01727,17447505,,,,,,,,,,,,no,,,female,,0,0
KH01728,17447506,,,,,,,,,,,,no,,,female,,0,0
KH01729,17447507,,,,,,,,,,,,no,,,male,,0,0
KH01730,17447508,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01731,17447509,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01732,17447510,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01733,17447511,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01734,17447512,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01735,17447513,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01736,17447514,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01737,17447515,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01738,17447516,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01739,17447517,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01740,17447518,,,,,,,,,,,,no,,,male,,1210000,1
KH01741,17447519,,,,,,,,,,,,no,,,male,,0,0
KH01742,17447520,,,,,,,,,,,,no,,,female,,0,0
KH01743,17447521,,,,,,,,,,,,no,,,male,,0,0
KH01744,17447522,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận Bình Thạnh,45.0,Phường 25,9284.0,Vietnam,VN,,no,,,female,,1390000,2
KH01745,17447523,,,,,,,,,,,,no,,,female,,0,0
KH01746,17447524,,,,,,,,,,,,no,,,male,,5518400,14
KH01747,17447525,,,,,,,,,,,,no,,,male,,0,0
KH01748,17447526,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01749,17447527,,,,,,,,,,,,no,,,female,,0,0
KH01750,17447528,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01751,17447529,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01752,17447530,,,,,,,,,,,,no,,,female,,0,0
KH01753,17447531,,,,,,,,,,,,no,,,female,,0,0
KH01754,17447532,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01755,17447533,,,,,,,,,,,,no,,,male,,0,0
KH01756,17447534,,,,,,,,,,,,no,,,male,,0,0
KH01757,17447535,,,,,,,,,,,,no,,,male,,0,0
KH01758,17447536,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận 7,36.0,Phường Tân Phong,9474.0,Vietnam,VN,,no,sapo_social,Nhà hàng Eddie's New York Deli & Diner (Quận 1),female,,57488300,30
KH01759,17447537,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01760,17447538,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01761,17447539,,,,,,,,,,,,no,,,male,,0,0
KH01762,17447540,,,,,,,,,Vietnam,VN,,no,,,male,,3595000,3
KH01763,17447541,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01764,17447542,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01765,17447543,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01766,17447544,,,,,,,,,,,,no,,,female,,0,0
KH01767,17447545,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01768,17447546,,,,,,,,,,,,no,,,male,,0,0
KH01769,17447547,,,,,,,,,,,,no,,,male,,0,0
KH01770,17447548,,,,,,,,,,,,no,,,female,,0,0
KH01771,17447549,,,,,,,,,,,,no,,,male,,0,0
KH01772,17447550,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01773,17447551,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01774,17447552,,,,,,,,,Vietnam,VN,,no,,,other,,0,0
KH01775,17447553,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01776,17447554,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01777,17447555,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01778,17447556,,,,,,,,,Vietnam,VN,,no,,,female,,3149000,3
KH01779,17447557,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01780,17447558,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01781,17447559,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01782,17447560,,,,,,,,,,,,no,,,male,,0,0
KH01783,17447561,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01784,17447562,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01785,17447563,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01786,17447564,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01787,17447565,,,,,,,,,,,,no,,,female,,0,0
KH01788,17447566,,,,,,,,,,,,no,,,male,,0,0
KH01789,17447567,,,,,,,,,,,,no,,,male,,0,0
KH01790,17447568,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01791,17447569,,,,,,,,,,,,no,,,male,,0,0
KH01792,17447570,,,,,,,,,,,,no,,,female,,0,0
KH01793,17447571,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01794,17447572,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01795,17447573,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận 10,39.0,Phường 11,9369.0,Vietnam,VN,,no,sapo_social,,female,,15752800,4
KH01796,17447574,,,,,,,,,,,,no,,,male,,0,0
KH01797,17447575,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01798,17447576,,,,,,,,,,,,no,,,male,,0,0
KH01799,17447577,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01800,17447578,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Quận Bình Thạnh,45.0,Phường 24,9287.0,Vietnam,VN,,no,,,male,,830000,2
KH01801,17447579,,,,,,,,,,,,no,,,male,,0,0
KH01802,17447580,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01803,17447581,,,,,,,,,,,,no,,,male,,0,0
KH01804,17447582,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01805,17447583,,,,,,,,,,,,no,,,female,,0,0
KH01806,17447584,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01807,17447585,,,,,,,,,Vietnam,VN,,no,,,male,,1060000,2
KH01808,17447586,,,,,,,,,Vietnam,VN,,no,,,male,,865000,2
KH01809,17447587,,,,,,,,,,,,no,,,female,,0,0
KH01810,17447588,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01811,17447589,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01812,17447590,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01813,17447591,,,,,,,,,,,,no,,,male,,0,0
KH01814,17447592,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01815,17447593,,,,,,,,,,,,no,,,male,,0,0
KH01816,17447594,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01817,17447595,,TP Hồ Chí Minh,TP Hồ Chí Minh,2.0,Huyện Bình Chánh,51.0,Xã Bình Hưng,9517.0,Vietnam,VN,,no,sapo_social,,female,,1265000,1
KH01818,17447596,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01819,17447597,,,,,,,,,,,,no,,,male,,0,0
KH01820,17447598,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01821,17447599,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01822,17447600,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01823,17447601,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01824,17447602,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01825,17447603,,,,,,,,,,,,no,,,male,,0,0
KH01826,17447604,,,,,,,,,,,,no,,,male,,0,0
KH01827,17447605,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01828,17447606,,,,,,,,,,,,no,,,male,,0,0
KH01829,17447607,,,,,,,,,,,,no,,,male,,1750000,1
KH01830,17447608,,,,,,,,,,,,no,,,female,,0,0
KH01831,17447609,,,,,,,,,,,,no,,,male,,850000,1
KH01832,17447610,,,,,,,,,Vietnam,VN,,no,,,male,,1760000,1
KH01833,17447611,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01834,17447612,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01835,17447613,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01836,17447614,,,,,,,,,,,,no,,,female,,0,0
KH01837,17447615,,,,,,,,,,,,no,,,male,,0,0
KH01838,17447616,,,,,,,,,,,,no,,,male,,0,0
KH01839,17447617,,,,,,,,,,,,no,,,female,,0,0
KH01840,17447618,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01841,17447619,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01842,17447620,,,,,,,,,,,,no,,,female,,0,0
KH01843,17447621,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01844,17447622,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01845,17447623,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01846,17447624,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01847,17447625,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01848,17447626,,,,,,,,,Vietnam,VN,,no,,,female,,0,0
KH01849,17447627,,,,,,,,,,,,no,,,male,,0,0
KH01850,17447628,,,,,,,,,Vietnam,VN,,no,,,male,,0,0
KH01851,17447629,,,,,,,,,,,,no,,,female,,0,0
