STT,Mã đơn hàng,Nguồn,Nhân viên tạo đơn,Mã SKU,Số lượng sản phẩm,Giá sản phẩm,Tổng số lượng sản phẩm,Tổng tiền,Ngày tạo đơn
,HD4244,Admin,CTG,CTG000454,4,2650000,10,29480000,30-01-2026 11:13
,HD4244,Admin,CTG,CTG000491,4,2600000,10,29480000,30-01-2026 11:13
956.0,HD4243,Zalo,CTG,CTG000649,10,800000,10,8000000,30-01-2026 10:21
957.0,HD4242,POS,CTG,CTG000698,1,380000,1,380000,30-01-2026 10:11
958.0,HD4241,Zalo,CTG,CTG000387,1,1300000,1,1300000,30-01-2026 09:33
960.0,HD4239,POS,Sale Kim Yến,CTG000818,1,980000,6,6722100,29-01-2026 19:56
,HD4239,POS,Sale Kim Yến,CTG000471,1,1107000,6,6722100,29-01-2026 19:56
,HD4239,POS,Sale Kim Yến,CTG000761,1,715000,6,6722100,29-01-2026 19:56
,HD4239,POS,Sale Kim Yến,CTG000455,1,759000,6,6722100,29-01-2026 19:56
964.0,HD4235,Zalo,Sale Kim Yến,CTG000700,1,940000,1,1034000,29-01-2026 18:08
966.0,HD4233,Zalo,CTG,,12,350000,20,9460000,29-01-2026 15:56
,HD4233,Zalo,CTG,CTG000757,8,550000,20,9460000,29-01-2026 15:56
,HD4232,POS,Sale Kim Yến,CTG000547,2,300000,9,5330000,29-01-2026 15:43
,HD4232,POS,Sale Kim Yến,CTG000646,1,425000,9,5330000,29-01-2026 15:43
,HD4232,POS,Sale Kim Yến,CTG000508,1,410000,9,5330000,29-01-2026 15:43
,HD4220,Zalo,CTG,BKT242382,6,359500,22,11200000,28-01-2026 17:42
,HD4220,Zalo,CTG,CTG000547,5,200909,22,11200000,28-01-2026 17:42
985.0,HD4214,POS,CTG,CTG000478,1,730000,2,820000,28-01-2026 15:29
,HD4214,POS,CTG,PK0012,1,90000,2,820000,28-01-2026 15:29
986.0,HD4213,POS,CTG,CTG000478,0,730000,0,0,28-01-2026 15:28
,HD4213,POS,CTG,PK0012,0,90000,0,0,28-01-2026 15:28
,HD4212,Zalo,CTG,CTG000861,4,750000,6,7150000,28-01-2026 15:03
993.0,HD4206,POS,CTG,CTG000508,1,410000,1,410000,28-01-2026 11:12
996.0,HD4203,POS,CTG,CTG000700,1,940000,1,940000,28-01-2026 10:36
999.0,HD4200,POS,CTG,PK00010,1,200000,3,2000000,27-01-2026 16:41
,HD4200,POS,CTG,CTG000700,2,900000,3,2000000,27-01-2026 16:41
,HD4199,Zalo,CTG,CTG000649,138,690000,141,105570000,27-01-2026 16:32
1014.0,HD4185,Zalo,CTG,PK00010,1,250000,3,850000,26-01-2026 18:50
,HD4185,Zalo,CTG,CTG000547,2,300000,3,850000,26-01-2026 18:50
1015.0,HD4184,POS,CTG,CTG000756,1,550000,2,1250000,26-01-2026 18:33
,HD4184,POS,CTG,CTG000568,1,700000,2,1250000,26-01-2026 18:33
,HD4179,Facebook,CTG,,1,700000,5,2317000,26-01-2026 16:55
1022.0,HD4177,POS,CTG,CTG000700,1,940000,1,940000,26-01-2026 15:27
1023.0,HD4176,Zalo,CTG,CTG000355,1,1900000,1,2090000,26-01-2026 13:31
1025.0,HD4174,POS,CTG,CTG000593,1,790000,1,740000,26-01-2026 12:17
1034.0,HD4165,POS,Sale Kim Yến,PK0009,1,150000,10,2156000,25-01-2026 17:46
,HD4165,POS,Sale Kim Yến,CTG000650,1,850000,10,2156000,25-01-2026 17:46
,HD4161,POS,Sale Kim Yến,CTG000588,1,800000,5,5738000,25-01-2026 14:40
,HD4161,POS,Sale Kim Yến,CTG000471,1,1107000,5,5738000,25-01-2026 14:40
,HD4161,POS,Sale Kim Yến,CTG000603,1,711000,5,5738000,25-01-2026 14:40
1043.0,HD4156,Facebook,Sale Kim Yến,CTG000534,1,1220000,1,1220000,25-01-2026 11:52
1044.0,HD4155,POS,Sale Kim Yến,CTG000723,1,440000,1,399500,25-01-2026 11:20
1046.0,HD4153,POS,CTG,CTG000760,1,715000,3,2003050,25-01-2026 09:21
,HD4153,POS,CTG,PK0009,1,150000,3,2003050,25-01-2026 09:21
,HD4153,POS,CTG,CTG000473,1,1250000,3,2003050,25-01-2026 09:21
,HD4151,POS,Sale Kim Yến,CTG000370,1,440000,8,8046150,24-01-2026 20:22
,HD4151,POS,Sale Kim Yến,CTG000471,1,1107000,8,8046150,24-01-2026 20:22
1049.0,HD4150,POS,Sale Kim Yến,CTG000470,1,900000,1,900000,24-01-2026 17:38
1051.0,HD4148,POS,Sale Kim Yến,CTG000758,2,715000,2,1380000,24-01-2026 17:05
1052.0,HD4147,Zalo,CTG,CTG000547,12,200909,98,54000000,24-01-2026 15:35
,HD4147,Zalo,CTG,BKT242382,37,359500,98,54000000,24-01-2026 15:35
1054.0,HD4145,Admin,CTG,PK00010,1,250000,3,2000000,24-01-2026 14:16
,HD4145,Admin,CTG,CTG000470,2,900000,3,2000000,24-01-2026 14:16
1058.0,HD4141,POS,CTG,CTG000470,2,900000,2,1750000,24-01-2026 11:36
1060.0,HD4139,Zalo,Sale Kim Yến,CTG000700,2,940000,2,1860000,24-01-2026 10:17
1066.0,HD4133,Zalo,Sale Kim Yến,CTG000722,6,440000,6,2640000,23-01-2026 18:48
1076.0,HD4123,Zalo,Sale Kim Yến,,12,128000,12,1689600,23-01-2026 15:46
1084.0,HD4115,Zalo,Sale Kim Yến,CTG000698,1,380000,3,2005000,23-01-2026 10:59
1085.0,HD4114,POS,Sale Kim Yến,CTG000698,1,380000,1,380000,23-01-2026 10:34
1086.0,HD4113,Zalo,CTG,,8,250000,8,2200000,23-01-2026 10:19
1087.0,HD4112,Zalo,Sale Kim Yến,CTG000861,1,750000,1,810000,23-01-2026 09:18
1092.0,HD4107,POS,CTG,CTG000547,1,300000,1,300000,22-01-2026 16:12
,HD4104,POS,CTG,CTG000698,2,380000,3,1200000,22-01-2026 15:24
1100.0,HD4099,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,22-01-2026 12:18
1105.0,HD4094,POS,CTG,CTG000387,1,1300000,1,1300000,21-01-2026 20:30
,HD4088,POS,CTG,CTG000646,1,425000,2,1055000,21-01-2026 16:21
1112.0,HD4087,POS,CTG,CTG000475,1,540000,1,594000,21-01-2026 15:55
1133.0,HD4066,POS,CTG,CTG000700,3,940000,3,3102000,20-01-2026 16:04
1136.0,HD4063,Zalo,CTG,CTG000606,1,314000,2,829400,20-01-2026 11:32
,HD4063,Zalo,CTG,CTG000368,1,440000,2,829400,20-01-2026 11:32
,HD4058,POS,Sale Kim Yến,CTG000552,2,800000,4,2500000,19-01-2026 19:27
1148.0,HD4051,Zalo,CTG,CTG000529,1,2520000,2,2731410,19-01-2026 11:48
,HD4051,Zalo,CTG,PK0009,1,150000,2,2731410,19-01-2026 11:48
,HD4039,POS,Sale Kim Yến,CTG000860,1,1600000,2,1600000,18-01-2026 10:03
1166.0,HD4033,POS,Sale Kim Yến,CTG000644,1,650000,1,650000,17-01-2026 18:45
1168.0,HD4031,Zalo,Sale Kim Yến,CTG000349,1,350000,1,374000,17-01-2026 17:57
1172.0,HD4027,Zalo,Sale Kim Yến,CTG000602,1,620000,1,645000,17-01-2026 14:36
1196.0,HD4003,POS,CTG,CTG000698,1,380000,1,380000,16-01-2026 09:40
,HD3992,POS,CTG,CTG000704,1,450000,2,1000000,15-01-2026 12:59
1209.0,HD3990,Facebook,CTG,,1,200000,5,4780000,15-01-2026 09:42
,HD3990,Facebook,CTG,CTG000676,1,980000,5,4780000,15-01-2026 09:42
,HD3990,Facebook,CTG,CTG000470,1,900000,5,4780000,15-01-2026 09:42
,HD3990,Facebook,CTG,CTG000700,1,900000,5,4780000,15-01-2026 09:42
1210.0,HD3989,Facebook,CTG,,1,200000,2,1185000,15-01-2026 09:41
,HD3989,Facebook,CTG,CTG000676,1,980000,2,1185000,15-01-2026 09:41
1211.0,HD3988,Facebook,CTG,,1,200000,2,1185000,15-01-2026 09:39
,HD3988,Facebook,CTG,CTG000676,1,980000,2,1185000,15-01-2026 09:39
1221.0,HD3978,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,14-01-2026 18:48
1223.0,HD3976,POS,Sale Kim Yến,CTG000567,1,420000,1,420000,14-01-2026 17:35
1233.0,HD3965,Zalo,CTG,CTG000704,1,450000,1,475000,14-01-2026 10:45
1234.0,HD3964,POS,CTG,CTG000378,1,357000,2,667000,14-01-2026 09:37
,HD3964,POS,CTG,CTG000349,1,350000,2,667000,14-01-2026 09:37
1240.0,HD3958,POS,CTG,CTG000378,1,357000,2,707000,13-01-2026 14:45
,HD3958,POS,CTG,CTG000349,1,350000,2,707000,13-01-2026 14:45
1241.0,HD3957,POS,CTG,PK0001,2,200000,2,400000,13-01-2026 11:41
1242.0,HD3956,POS,CTG,CTG000521,1,950000,1,950000,13-01-2026 11:38
1246.0,HD3952,POS,Sale Kim Yến,CTG000378,1,357000,2,807000,12-01-2026 20:49
,HD3952,POS,Sale Kim Yến,CTG000704,1,450000,2,807000,12-01-2026 20:49
1260.0,HD3938,Zalo,CTG,CTG000700,1,940000,1,940000,12-01-2026 09:10
1266.0,HD3932,POS,Sale Kim Yến,CTG000546,1,650000,1,650000,11-01-2026 13:42
1267.0,HD3931,Zalo,Sale Kim Yến,CTG000724,1,440000,4,1760000,11-01-2026 10:06
,HD3931,Zalo,Sale Kim Yến,CTG000722,3,440000,4,1760000,11-01-2026 10:06
1285.0,HD3913,Zalo,Sale Kim Yến,CTG000567,1,420000,4,1740000,09-01-2026 17:06
,HD3913,Zalo,Sale Kim Yến,CTG000724,1,440000,4,1740000,09-01-2026 17:06
,HD3913,Zalo,Sale Kim Yến,CTG000368,1,440000,4,1740000,09-01-2026 17:06
,HD3913,Zalo,Sale Kim Yến,CTG000722,1,440000,4,1740000,09-01-2026 17:06
,HD3907,Admin,CTG,CTG000640,1,1291000,8,12011000,09-01-2026 14:06
,HD3907,Admin,CTG,CTG000675,1,1300000,8,12011000,09-01-2026 14:06
,HD3907,Admin,CTG,CTG000591,1,480000,8,12011000,09-01-2026 14:06
,HD3907,Admin,CTG,CTG000585,1,830000,8,12011000,09-01-2026 14:06
,HD3907,Admin,CTG,CTG000555,1,750000,8,12011000,09-01-2026 14:06
1298.0,HD3900,Zalo,CTG,CTG000860,1,1600000,1,1600000,09-01-2026 09:43
1299.0,HD3899,POS,CTG,CTG000698,1,380000,1,330000,09-01-2026 09:30
1302.0,HD3896,POS,CTG,CTG000470,1,900000,1,900000,08-01-2026 16:55
1304.0,HD3894,POS,CTG,CTG000508,1,410000,1,400000,08-01-2026 16:14
1309.0,HD3889,Zalo,CTG,CTG000378,1,357000,1,500000,08-01-2026 09:36
1319.0,HD3879,POS,CTG,CTG000700,2,940000,2,1880000,06-01-2026 17:47
1327.0,HD3871,Admin,Sale Kim Yến,CTG000764,1,913000,2,1658000,05-01-2026 12:26
,HD3871,Admin,Sale Kim Yến,CTG000760,1,715000,2,1658000,05-01-2026 12:26
1338.0,HD3860,Website,,CTG000378,1,357000,2,807000,04-01-2026 12:18
,HD3860,Website,,CTG000704,1,450000,2,807000,04-01-2026 12:18
1343.0,HD3855,POS,Sale Kim Yến,PK0012,1,90000,2,630000,03-01-2026 19:14
,HD3855,POS,Sale Kim Yến,CTG000475,1,540000,2,630000,03-01-2026 19:14
1347.0,HD3851,POS,Sale Kim Yến,CTG000470,1,900000,1,900000,03-01-2026 12:17
1351.0,HD3847,POS,Sale Kim Yến,CTG000760,2,715000,2,1380000,03-01-2026 09:34
1360.0,HD3838,POS,Sale Kim Yến,CTG000704,1,450000,1,450000,02-01-2026 17:29
1368.0,HD3830,POS,Sale Kim Yến,CTG000757,1,550000,1,550000,01-01-2026 17:58
1369.0,HD3829,POS,Sale Kim Yến,CTG000758,1,715000,1,715000,01-01-2026 17:35
1371.0,HD3827,POS,Sale Kim Yến,CTG000568,1,700000,1,700000,01-01-2026 15:55
1374.0,HD3824,POS,Sale Kim Yến,CTG000698,1,380000,1,380000,01-01-2026 10:18
1386.0,HD3811,POS,Sale Kim Yến,CTG000635,1,644000,1,644000,31-12-2025 17:33
1387.0,HD3810,POS,Sale Kim Yến,CTG000635,1,644000,1,594000,31-12-2025 17:29
,HD3808,Admin,CTG,BKT242382,14,346000,265,55000000,31-12-2025 17:07
,HD3808,Admin,CTG,BKT241308,17,620000,265,55000000,31-12-2025 17:07
1390.0,HD3806,Zalo,Sale Kim Yến,CTG000651,0,850000,0,0,31-12-2025 16:20
1392.0,HD3804,POS,Sale Kim Yến,CTG000359,1,380000,1,380000,31-12-2025 16:01
1395.0,HD3801,Zalo,Sale Kim Yến,CTG000470,1,900000,1,920000,31-12-2025 14:58
1398.0,HD3798,POS,Sale Kim Yến,CTG000555,1,750000,1,750000,31-12-2025 14:10
1403.0,HD3793,Facebook,CTG,CTG000355,1,1900000,1,1930000,31-12-2025 10:17
1404.0,HD3792,POS,CTG,CTG000378,1,357000,2,807000,31-12-2025 10:11
,HD3792,POS,CTG,CTG000704,1,450000,2,807000,31-12-2025 10:11
1417.0,HD3779,POS,Sale Kim Yến,CTG000378,1,357000,1,392700,29-12-2025 18:51
1430.0,HD3766,POS,Sale Kim Yến,CTG000356,1,229000,1,229000,28-12-2025 12:01
1434.0,HD3762,POS,Sale Kim Yến,CTG000646,2,425000,2,824500,28-12-2025 10:01
1435.0,HD3761,POS,Sale Kim Yến,CTG000606,1,314000,18,6881180,27-12-2025 21:40
,HD3761,POS,Sale Kim Yến,CTG000370,1,460000,18,6881180,27-12-2025 21:40
,HD3761,POS,Sale Kim Yến,CTG000724,1,460000,18,6881180,27-12-2025 21:40
1442.0,HD3754,POS,Sale Kim Yến,CTG000758,1,715000,1,715000,27-12-2025 15:09
1443.0,HD3753,Facebook,Sale Kim Yến,CTG000646,2,425000,5,2950000,27-12-2025 11:10
,HD3753,Facebook,Sale Kim Yến,CTG000614,3,690000,5,2950000,27-12-2025 11:10
1450.0,HD3746,POS,Sale Kim Yến,CTG000470,1,900000,1,900000,26-12-2025 17:21
1452.0,HD3744,POS,Sale Kim Yến,CTG000508,1,410000,1,410000,26-12-2025 15:29
1454.0,HD3742,POS,CTG,CTG000455,6,759000,6,4200000,26-12-2025 11:53
1462.0,HD3733,Zalo,Sale Kim Yến,CTG000733,36,350000,36,11818000,25-12-2025 16:18
1469.0,HD3726,Zalo,Sale Kim Yến,CTG000506,12,760000,12,8714000,25-12-2025 09:10
1471.0,HD3724,POS,CTG,CTG000613,1,70000,3,890000,24-12-2025 21:05
,HD3724,POS,CTG,CTG000555,1,750000,3,890000,24-12-2025 21:05
,HD3724,POS,CTG,CTG000719,1,70000,3,890000,24-12-2025 21:05
1473.0,HD3722,POS,CTG,CTG000700,1,940000,1,890000,24-12-2025 17:41
,HD3721,POS,CTG,CTG000475,1,540000,2,590000,24-12-2025 17:08
,HD3720,Zalo,CTG,CTG000722,2,400000,4,2025000,24-12-2025 16:41
1478.0,HD3717,Zalo,Sale Kim Yến,CTG000443,1,2330000,1,2330000,24-12-2025 10:05
1479.0,HD3716,POS,Sale Kim Yến,CTG000698,1,380000,1,380000,24-12-2025 09:38
1480.0,HD3715,Zalo,Sale Kim Yến,CTG000578,1,950000,2,1850000,24-12-2025 09:24
,HD3715,Zalo,Sale Kim Yến,CTG000470,1,900000,2,1850000,24-12-2025 09:24
1481.0,HD3714,Facebook,Sale Kim Yến,CTG000757,1,550000,1,580000,24-12-2025 09:18
1485.0,HD3710,Zalo,Sale Kim Yến,CTG000606,4,314000,6,1920688,23-12-2025 17:24
,HD3710,Zalo,Sale Kim Yến,CTG000362,2,300000,6,1920688,23-12-2025 17:24
1487.0,HD3708,POS,Sale Kim Yến,CTG000432,1,1850000,1,1850000,23-12-2025 16:46
1495.0,HD3700,Zalo,CTG,CTG000471,2,1107000,3,2564000,23-12-2025 09:59
,HD3700,Zalo,CTG,CTG000349,1,350000,3,2564000,23-12-2025 09:59
1496.0,HD3699,POS,Sale Kim Yến,CTG000649,1,891000,1,891000,22-12-2025 21:06
,HD3695,POS,CTG,CTG000757,1,550000,3,650000,22-12-2025 16:13
1506.0,HD3688,Facebook,Sale Kim Yến,CTG000700,1,940000,1,955000,22-12-2025 11:29
1508.0,HD3686,POS,Sale Kim Yến,PK0004,1,150000,2,2365000,22-12-2025 10:18
,HD3686,POS,Sale Kim Yến,CTG000507,1,2000000,2,2365000,22-12-2025 10:18
1514.0,HD3680,POS,Sale Kim Yến,CTG000758,2,715000,2,1430000,21-12-2025 18:33
1522.0,HD3672,Zalo,Sale Kim Yến,CTG000368,1,460000,3,1420000,20-12-2025 19:37
,HD3672,Zalo,Sale Kim Yến,CTG000370,1,460000,3,1420000,20-12-2025 19:37
,HD3672,Zalo,Sale Kim Yến,CTG000724,1,460000,3,1420000,20-12-2025 19:37
1524.0,HD3670,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,20-12-2025 19:28
1527.0,HD3667,POS,Sale Kim Yến,CTG000376,1,514000,2,964000,20-12-2025 17:17
,HD3667,POS,Sale Kim Yến,CTG000704,1,450000,2,964000,20-12-2025 17:17
1533.0,HD3661,Zalo,Sale Kim Yến,CTG000700,1,940000,3,3027000,20-12-2025 11:18
,HD3661,Zalo,Sale Kim Yến,CTG000471,1,1107000,3,3027000,20-12-2025 11:18
,HD3661,Zalo,Sale Kim Yến,CTG000817,1,980000,3,3027000,20-12-2025 11:18
1534.0,HD3660,POS,Sale Kim Yến,CTG000760,1,715000,1,715000,20-12-2025 10:31
1535.0,HD3659,Zalo,Sale Kim Yến,PK0004,1,150000,2,1950000,20-12-2025 09:32
,HD3659,Zalo,Sale Kim Yến,CTG000391,1,1800000,2,1950000,20-12-2025 09:32
1546.0,HD3648,POS,Sale Kim Yến,CTG000698,1,380000,1,330000,19-12-2025 09:37
1549.0,HD3645,Zalo,CTG,,12,128000,12,1658880,18-12-2025 18:58
1556.0,HD3637,POS,Sale Kim Yến,CTG000613,2,70000,4,1890000,18-12-2025 13:38
1564.0,HD3628,Admin,CTG,CTG000493,240,418000,2880,552000000,17-12-2025 15:06
1571.0,HD3621,POS,Sale Kim Yến,CTG000349,1,350000,1,350000,16-12-2025 18:45
1576.0,HD3616,Zalo,Sale Kim Yến,PK00010,0,200000,2,1950000,16-12-2025 11:04
,HD3606,POS,Sale Kim Yến,CTG000482,1,570000,3,1958000,14-12-2025 17:08
1593.0,HD3599,POS,Sale Kim Yến,CTG000471,1,1107000,1,1107000,13-12-2025 18:47
1604.0,HD3588,Zalo,CTG,CTG000757,115,495000,277,123561900,12-12-2025 18:53
,HD3588,Zalo,CTG,CTG000647,162,342000,277,123561900,12-12-2025 18:53
1614.0,HD3578,POS,Sale Kim Yến,CTG000698,1,380000,1,380000,12-12-2025 10:17
1617.0,HD3575,Website,,CTG000356,1,229000,1,269000,11-12-2025 19:58
1618.0,HD3574,Zalo,Sale Kim Yến,CTG000470,1,900000,3,3033000,11-12-2025 19:44
,HD3574,Zalo,Sale Kim Yến,CTG000764,1,913000,3,3033000,11-12-2025 19:44
1620.0,HD3572,POS,Sale Kim Yến,CTG000382,1,735000,1,735000,11-12-2025 18:34
1622.0,HD3570,POS,Sale Kim Yến,CTG000556,1,540000,1,540000,11-12-2025 18:04
1625.0,HD3567,POS,Sale Kim Yến,CTG000724,1,460000,1,460000,11-12-2025 14:30
1628.0,HD3564,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,10-12-2025 18:32
1629.0,HD3563,POS,Sale Kim Yến,CTG000717,1,650000,1,650000,10-12-2025 17:46
1635.0,HD3557,POS,CTG,CTG000700,1,940000,1,890000,10-12-2025 09:47
1639.0,HD3553,Website,,CTG000378,1,357000,2,901000,09-12-2025 15:31
,HD3553,Website,,CTG000376,1,514000,2,901000,09-12-2025 15:31
1643.0,HD3549,POS,Sale Kim Yến,CTG000698,1,380000,1,330000,08-12-2025 13:44
1645.0,HD3547,Zalo,Sale Kim Yến,CTG000704,1,450000,1,470000,08-12-2025 11:29
1646.0,HD3546,POS,Sale Kim Yến,CTG000758,1,715000,1,786500,08-12-2025 11:09
1648.0,HD3544,POS,Sale Kim Yến,CTG000698,1,380000,2,805000,07-12-2025 17:47
,HD3542,POS,Sale Kim Yến,CTG000757,1,550000,4,1150000,07-12-2025 16:20
1655.0,HD3537,POS,Sale Kim Yến,CTG000373,1,835000,1,835000,07-12-2025 10:01
1661.0,HD3531,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,06-12-2025 17:49
1666.0,HD3525,Zalo,Sale Kim Yến,CTG000499,2,700000,2,1540000,06-12-2025 12:21
1669.0,HD3522,POS,Sale Kim Yến,CTG000704,1,450000,2,964000,06-12-2025 09:16
,HD3522,POS,Sale Kim Yến,CTG000376,1,514000,2,964000,06-12-2025 09:16
1679.0,HD3512,POS,Sale Kim Yến,CTG000760,1,715000,1,715000,05-12-2025 15:21
,HD3508,POS,Sale Kim Yến,CTG000649,1,891000,2,1441000,04-12-2025 20:18
1683.0,HD3507,POS,Sale Kim Yến,CTG000470,1,900000,1,900000,04-12-2025 19:01
1693.0,HD3497,POS,CTG,CTG000349,1,350000,1,350000,03-12-2025 16:13
1696.0,HD3494,POS,Sale Kim Yến,CTG000628,2,650000,2,1300000,03-12-2025 13:32
1703.0,HD3487,Zalo,CTG,CTG000349,1,350000,1,367000,02-12-2025 15:41
1708.0,HD3482,Website,,CTG000724,1,460000,1,492500,02-12-2025 10:34
1718.0,HD3472,Zalo,Sale Kim Yến,CTG000716,6,1507000,6,8137800,01-12-2025 15:31
1728.0,HD3462,POS,Sale Kim Yến,CTG000470,1,900000,1,810000,30-11-2025 15:52
1731.0,HD3459,POS,Sale Kim Yến,CTG000378,1,357000,1,321300,30-11-2025 11:49
1734.0,HD3456,POS,Sale Kim Yến,CTG000698,1,380000,1,342000,29-11-2025 20:05
1736.0,HD3454,POS,Sale Kim Yến,CTG000649,1,891000,2,2016900,29-11-2025 16:59
,HD3454,POS,Sale Kim Yến,CTG000481,1,1350000,2,2016900,29-11-2025 16:59
,HD3446,POS,Sale Kim Yến,PK0005,6,200000,10,1320000,29-11-2025 09:46
,HD3439,POS,CTG,PK0001,6,190000,7,1535250,28-11-2025 18:44
1753.0,HD3436,Zalo,CTG,CTG000470,6,900000,6,4900000,28-11-2025 14:43
1759.0,HD3430,Zalo,Sale Kim Yến,CTG000376,1,514000,2,867600,27-11-2025 16:44
,HD3430,Zalo,Sale Kim Yến,CTG000704,1,450000,2,867600,27-11-2025 16:44
1774.0,HD3415,POS,CTG,CTG000719,1,70000,3,210000,25-11-2025 19:48
,HD3415,POS,CTG,CTG000613,2,70000,3,210000,25-11-2025 19:48
1776.0,HD3413,POS,CTG,CTG000723,1,460000,1,506000,25-11-2025 17:21
,HD3409,POS,CTG,CTG000368,1,460000,37,13505000,25-11-2025 11:28
1781.0,HD3408,POS,CTG,CTG000376,1,514000,1,514000,25-11-2025 09:50
1790.0,HD3399,Zalo,Sale Kim Yến,CTG000754,1,430000,2,980000,23-11-2025 18:18
,HD3399,Zalo,Sale Kim Yến,CTG000756,1,550000,2,980000,23-11-2025 18:18
1792.0,HD3397,POS,Sale Kim Yến,CTG000375,1,795000,1,795000,23-11-2025 15:14
1802.0,HD3387,Zalo,Sale Kim Yến,,18,250000,18,4950000,22-11-2025 15:32
1812.0,HD3377,Admin,CTG,CTG000577,1,750000,1,637500,21-11-2025 17:22
1814.0,HD3375,POS,CTG,CTG000700,2,940000,2,2068000,21-11-2025 14:29
,HD3369,Facebook,CTG,CTG000646,1,425000,4,2165000,21-11-2025 11:42
,HD3369,Facebook,CTG,CTG000673,1,880000,4,2165000,21-11-2025 11:42
1825.0,HD3363,Zalo,Sale Kim Yến,CTG000471,12,940000,13,19980000,20-11-2025 17:23
1832.0,HD3356,Zalo,Sale Kim Yến,CTG000353,1,1200000,1,1240000,19-11-2025 20:39
1833.0,HD3355,Website,,CTG000365,0,1280000,0,0,19-11-2025 20:12
1836.0,HD3352,POS,Sale Kim Yến,CTG000700,1,940000,1,940000,19-11-2025 18:37
1841.0,HD3347,POS,CTG,CTG000700,1,940000,1,1034000,19-11-2025 10:36
1843.0,HD3345,Zalo,CTG,CTG000442,1,2500000,1,2779700,18-11-2025 17:23
1844.0,HD3344,Website,,CTG000767,0,3245000,0,0,18-11-2025 16:58
1849.0,HD3339,POS,CTG,CTG000745,1,750000,4,2200000,18-11-2025 14:21
,HD3339,POS,CTG,CTG000577,1,750000,4,2200000,18-11-2025 14:21
,HD3339,POS,CTG,CTG000758,1,715000,4,2200000,18-11-2025 14:21
,HD3339,POS,CTG,CTG000757,1,550000,4,2200000,18-11-2025 14:21
1850.0,HD3338,POS,CTG,PK0004,2,150000,8,5995000,18-11-2025 12:57
,HD3338,POS,CTG,CTG000555,2,750000,8,5995000,18-11-2025 12:57
,HD3338,POS,CTG,CTG000700,4,940000,8,5995000,18-11-2025 12:57
1859.0,HD3328,Facebook,Sale Kim Yến,PK00010,1,250000,3,3450000,17-11-2025 14:27
,HD3328,Facebook,Sale Kim Yến,CTG000502,2,1590000,3,3450000,17-11-2025 14:27
1862.0,HD3325,POS,CTG,CTG000376,1,514000,1,514000,17-11-2025 09:30
1865.0,HD3322,POS,Sale Kim Yến,CTG000470,1,900000,1,900000,16-11-2025 18:43
1866.0,HD3321,POS,Sale Kim Yến,CTG000764,1,913000,1,913000,16-11-2025 18:04
1872.0,HD3314,Zalo,Sale Kim Yến,CTG000400,2,4800000,4,21054000,16-11-2025 16:55
,HD3314,Zalo,Sale Kim Yến,CTG000479,2,4770000,4,21054000,16-11-2025 16:55
,HD3313,POS,Sale Kim Yến,CTG000860,4,1600000,5,6743000,16-11-2025 14:47
1874.0,HD3312,Zalo,CTG,CTG000481,1,1350000,3,3132000,16-11-2025 13:53
,HD3312,Zalo,CTG,CTG000649,2,891000,3,3132000,16-11-2025 13:53
1876.0,HD3310,POS,Sale Kim Yến,CTG000352,1,1500000,1,1500000,16-11-2025 10:41
1879.0,HD3307,POS,Sale Kim Yến,CTG000700,1,940000,2,1490000,16-11-2025 09:46
,HD3307,POS,Sale Kim Yến,CTG000757,1,550000,2,1490000,16-11-2025 09:46
1881.0,HD3305,POS,Sale Kim Yến,CTG000860,3,1600000,3,4560000,15-11-2025 21:22
1887.0,HD3299,Zalo,Sale Kim Yến,CTG000426,1,710000,2,1355000,15-11-2025 17:26
,HD3299,Zalo,Sale Kim Yến,CTG000430,1,595000,2,1355000,15-11-2025 17:26
1888.0,HD3298,POS,Sale Kim Yến,CTG000382,2,735000,2,1470000,15-11-2025 17:03
1891.0,HD3295,POS,Sale Kim Yến,CTG000555,1,750000,2,1290000,15-11-2025 15:55
,HD3295,POS,Sale Kim Yến,CTG000556,1,540000,2,1290000,15-11-2025 15:55
1900.0,HD3286,Zalo,CTG,CTG000649,2,891000,2,1807000,14-11-2025 18:46
1902.0,HD3284,POS,Sale Kim Yến,CTG000700,2,940000,2,1823600,14-11-2025 17:40
,HD3281,POS,CTG,CTG000635,1,644000,4,2385000,14-11-2025 11:23
,HD3281,POS,CTG,CTG000649,1,891000,4,2385000,14-11-2025 11:23
,HD3281,POS,CTG,PK00010,1,250000,4,2385000,14-11-2025 11:23
1913.0,HD3273,POS,Sale Kim Yến,CTG000704,1,450000,2,964000,13-11-2025 13:11
,HD3273,POS,Sale Kim Yến,CTG000376,1,514000,2,964000,13-11-2025 13:11
1926.0,HD3259,POS,Sale Kim Yến,CTG000378,1,357000,1,357000,12-11-2025 12:09
1935.0,HD3250,Zalo,CTG,CTG000376,3,514000,3,1408380,11-11-2025 14:40
1960.0,HD3225,POS,CTG,CTG000475,1,540000,1,594000,10-11-2025 16:34
1966.0,HD3219,POS,Sale Kim Yến,CTG000743,1,390000,1,390000,09-11-2025 18:13
